Arrival_Time,Duration,Total_Stops,Additional_Info,Airl_Air Asia,Airl_Air India,Airl_GoAir,Airl_IndiGo,Airl_Jet Airways,Airl_Jet Airways Business,Airl_Multiple carriers,Airl_Multiple carriers Premium economy,Airl_SpiceJet,Airl_Trujet,Airl_Vistara,Airl_Vistara Premium economy,Sour_Banglore,Sour_Chennai,Sour_Delhi,Sour_Kolkata,Sour_Mumbai,Dest_Banglore,Dest_Cochin,Dest_Delhi,Dest_Hyderabad,Dest_Kolkata,Dest_New Delhi,day_sin,day_cos,month_sin,month_cos,Dep_hour_sin,Dep_hour_cos,AMD,ATQ,BBI,BDQ,BHO,BLR,BOM,CCU,COK,DED,DEL,GAU,GOI,GWL,HBX,HYD,IDR,IMF,ISK,IXA,IXB,IXC,IXR,IXU,IXZ,JAI,JDH,JLR,KNU,LKO,MAA,NAG,NDC,PAT,PNQ,RPR,STV,TRV,UDR,VGA,VNS,VTZ,Price
23:00,795,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.5847644347191547,-0.8112031532776407,0.0,0.0,0.0,0.0,0.0,0.5977310814876136,0.0,0.0,0.6459620322424016,0.0,0.47481639306674567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8907
22:55,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.7851416980953833,0.6193161663576191,0.0,0.0,0.0,0.0,0.0,0.6174085422545019,0.0,0.7866426710719238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4174
13:55,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.10501408325034112,-0.9944707347725675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063365113336583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8623359770358998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4667
09:20 10 May,730,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.6156498149087941,0.7880198635838869,0.0,0.0,0.0,0.0,0.0,0.5311191741409901,0.5098903003648195,0.6767010451105177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9663
19:50,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,-0.9895788034349067,-0.1439923324081471,0.0,0.0,0.0,0.0,0.0,0.6174085422545019,0.0,0.7866426710719238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4804
19:15 04 Mar,1595,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-0.9413265533656265,-0.3374971406231322,0.8524823540228497,0.0,0.0,0.0,0.0,0.0,0.3042666567866783,0.0,0.34250802009385967,0.0,0.2517615813004494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14011
13:15,270,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.7776625251571416,-0.6286819521556334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2890607767248837,0.0,0.2124750194761863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9334335720648799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5830
12:35 13 Jun,1355,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.554116043730452,-0.8324394332805912,0.0,0.0,0.0,0.0,0.0,0.0,0.5820433557606585,0.0,0.6551967261077074,0.0,0.48160438340261535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10262
19:15 13 Jun,1380,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.7933195592119824,0.6088054508393514,0.0,0.0,0.0,0.0,0.0,0.0,0.4606219608874052,0.6113145555236952,0.518514639433222,0.0,0.38113579213522375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13381
12:35 28 May,1235,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.9001003353648385,-0.43568266694476776,0.0,0.0,0.0,0.0,0.0,0.0,0.5820433557606585,0.0,0.6551967261077074,0.0,0.48160438340261535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12898
19:20,310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.5760888680120725,-0.8173870662988062,0.0,0.0,0.0,0.0,0.0,0.0,0.5820433557606585,0.0,0.6551967261077074,0.0,0.48160438340261535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19495
13:20 19 Mar,920,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.4109498817307042,0.911657937334788,0.0,0.0,0.0,0.0,0.0,0.5977310814876136,0.0,0.0,0.6459620322424016,0.0,0.47481639306674567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6955
06:50,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1.0,6.123233995736766e-17,0.8749817409708072,0.4841559180343614,0.0,0.0,0.0,0.0,0.0,0.7830166793906188,0.0,0.0,0.0,0.0,0.6220007072311805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3943
21:50,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.9740311084966399,0.22641422146324408,0.0,0.0,0.0,0.0,0.0,0.7830166793906188,0.0,0.0,0.0,0.0,0.6220007072311805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4823
08:15 07 May,800,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.9740311084966399,0.22641422146324408,0.0,0.0,0.0,0.0,0.0,0.5311191741409901,0.5098903003648195,0.6767010451105177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7757
12:35 10 Jun,910,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.5836835986086659,0.8119811923408311,0.0,0.0,0.0,0.0,0.0,0.0,0.26542037476724745,0.0,0.2987793930960903,0.0,0.21961871854926762,0.0,0.0,0.0,0.0,0.0,0.8899722003424171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13292
03:35 02 Jun,345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.528362330082819,0.8490189916306079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2801263960101328,0.0,0.20590777525203788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376199605112567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8238
12:55,355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.9571936672587714,-0.2894482395173693,0.0,0.0,0.0,0.0,0.0,0.0,0.5820433557606585,0.0,0.6551967261077074,0.0,0.48160438340261535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7682
12:35,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.5847644347191547,-0.8112031532776407,0.0,0.0,0.0,0.0,0.0,0.7830166793906188,0.0,0.0,0.0,0.0,0.6220007072311805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4668
09:20,135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.9532541807668106,-0.30216959948114724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063365113336583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8623359770358998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3687
09:20,135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.9532541807668106,-0.30216959948114724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063365113336583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8623359770358998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3687
23:15,805,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.5739097205677828,-0.8189185750963337,0.0,0.0,0.0,0.0,0.0,0.26367559361904574,0.0,0.33595011903068434,0.0,0.0,0.20945454934406435,0.8796257673647285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13227
06:50,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.8749817409708072,0.4841559180343614,0.0,0.0,0.0,0.0,0.0,0.7830166793906188,0.0,0.0,0.0,0.0,0.6220007072311805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4423
12:35 16 Jun,1320,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.629199637853865,-0.7772437299358325,0.0,0.0,0.0,0.0,0.0,0.0,0.26216999417780235,0.0,0.2951204926040036,0.0,0.21692923240685175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928115686556461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10919
12:35,330,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9532541807668106,-0.30216959948114724,0.0,0.0,0.0,0.0,0.0,0.0,0.5820433557606585,0.0,0.6551967261077074,0.0,0.48160438340261535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12373
21:00,625,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.3754433436858726,-0.9268453461511105,0.0,0.0,0.0,0.0,0.0,0.0,0.5820433557606585,0.0,0.6551967261077074,0.0,0.48160438340261535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5894
20:20,315,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.7623701221606186,-0.6471412495250195,0.0,0.0,0.0,0.0,0.0,0.3693115958871469,0.0,0.47054136825782117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8013736743251217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4649
16:45,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.586922993695564,-0.8096427604020411,0.0,0.0,0.0,0.0,0.0,0.6174085422545019,0.0,0.7866426710719238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6245
13:15,375,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0,0.9571936672587714,-0.2894482395173693,0.0,0.0,0.0,0.0,0.0,0.6258963920779229,0.6008792656940511,0.0,0.0,0.0,0.49718991788130296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19225
19:00,715,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9532541807668106,-0.30216959948114724,0.0,0.0,0.0,0.0,0.0,0.0,0.5820433557606585,0.0,0.6551967261077074,0.0,0.48160438340261535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14924
18:10,665,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9532541807668106,-0.30216959948114724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47523781850488506,0.0,0.349325030835127,0.0,0.0,0.0,0.0,0.8075401158423992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9646
15:15,510,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.9891917708578579,-0.14662755698399665,0.0,0.0,0.0,0.0,0.0,0.6258963920779229,0.6008792656940511,0.0,0.0,0.0,0.49718991788130296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8714
19:00 19 May,1325,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.7240820562661391,0.6897138361620708,0.0,0.0,0.0,0.0,0.0,0.0,0.5820433557606585,0.0,0.6551967261077074,0.0,0.48160438340261535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12373
13:55,165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.18405752575355783,-0.9829154730766417,0.0,0.0,0.0,0.0,0.0,0.7830166793906188,0.0,0.0,0.0,0.0,0.6220007072311805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383
